item_id,group,source_file,source_label,question_no,question_text,inferred_topic,cheatsheet_path,page_reference,solution_route,own_steps,needed_supplement,score_basis,estimated_score,max_score,normalized_percent,confidence,notes
Q0341,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.pdf,13_粘性流动作业-2_题目与答案.pdf,6,"6. 书 10.5：正弦速度分布 假设平板层流边界层内速度分布为 u ( cy ) = a + b sin , Ue δ 式中 a, b, c 为待定常数，试用动量积分关系式方法求 δ1 /δ2 和 CD 。 7 由边界条件： y=0: u = 0 ⇒ a = 0. y=δ: u = Ue ⇒ b sin c = 1. y=δ: = 0 ⇒ cos c = 0. c= , b = 1. 2 速度分布为： u ( πy ) = sin . Ue 2δ y πη η= , f = sin . δ 2 ∫ 1 ( ) 2 δ1 = δ (1 − f )dη = δ 1 − . 0 π ∫ 1 ( ) 2 1 δ2 = δ f (1 − f )dη = δ − . 0 π 2 δ1 1− 2 = 2 π1 ≈ 2.66 π − 2 δ2 动量积分关系式： τw dδ2 = . ρUe2 dx 壁面切应力： ( ) ∂u π τw = µ = µUe . ∂y 0 2δ 2 1 δ2 = Aδ, A= − . π 2 代入并积分得： √ 2δ2 (L) Aπ CD = =2 . L ReL 2 Aπ = 1.31,",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.9,10.0,79.0,中高,
Q0342,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.pdf,13_粘性流动作业-2_题目与答案.pdf,7,"7. 书 10.10：火车摩擦阻力功率 流线型火车长 110 m、宽 2.75 m、高 2.75 m，假定顶部及所有侧面的表面摩擦力相当于长 110 m、宽 8.25 m 的光滑平板的一个表面。火车以 160 km/h 的速度在空气中等速行驶，空气密度 ρ = 1.22 kg/m3 , µ = 1.79 × 10−5 Pa · s, 如临界 Re 为 5 × 105 ，问层流边界层能维持多长？火车为克服风的摩擦阻力，消耗的功率为多少？ 160 U= = 44.44 m/s.",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,8.3,10.0,83.0,中高,
Q0343,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.pdf,13_粘性流动作业-2_题目与答案.pdf,8,"8. 平板单面摩擦阻力和尾部边界层厚度 已知来流 2.5 m/s 绕过零攻角平板，平板长 L = 50 cm，宽 b = 3 m，计算并比较不同流体绕流下，平板单 面摩擦阻力及平板尾部的边界层名义厚度。临界 Recr = 5 × 105 . (a) 空气： ρ = 1.2 kg/m3 , ν = 1.5 × 10−5 m2 /s. (b) 水： ρ = 998 kg/m3 , ν = 1.005 × 10−6 m2 /s. U = 2.5 m/s, L = 0.5 m, b = 3 m. S = Lb = 1.5 m2 . (a) 空气 UL 2.5 × 0.5 ReL = = = 8.33 × 104 . ν 1.5 × 10−5 ReL < 5 × 105 , 所以全层流。",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。,8.7,10.0,87.0,中高,
Q0344,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"\begin{tcolorbox}[colback=blue!3,colframe=blue!50!black,title=说明] 本文件按作业顺序整理，共 8 题。每题先列题目，再给答案。计算中取水密度未注明时为 \(\rho=1000\ \mathrm{kg/m^3}\)，重力加速度 \(g=9.81\ \mathrm{m/s^2}\)。 \end{tcolorbox}",量纲分析/相似准则,P1 > 量纲分析模板；M25 > 量纲相似+推导骨架；M4 > 流程H；M6 > 标准解模板：相似；M13 > 模型律；M26 > 管路/模型,P1,列变量和基本量纲；选量纲独立且不含待求量的重复变量；逐个令 pi=X rho^a V^b L^c 求指数；最后用 M26 的 F~rho V^2 L^2、Delta p~rho V^2、Fr/Re 缩尺速度比做换算。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,"若变量很冷门或需完整实验相似设计，仍需教材解释；v80 补了常见模型力、压强和速度比例换算。 v80 已补 Buckingham pi 五步流程和 Re/Fr/Ma/We/Eu 判据表；复杂多变量推导仍需手算。 v80 已补模型换算库 Q,t,f,F,Delta p,M,P 和 Re/Fr 冲突答题句；复杂 pi 群仍需手算。 v80 保留量纲齐次/Rayleigh 指数配平、完全/部分相似及 Re/Fr 冲突说明、关键词到 π 群的定位入口、球阻力 CD=f(Re) 标准推导，并补量纲公式、雷诺相似、自模化和压力系数 Cp/Eu 定义；冷门变量仍需逐项列量纲。",主题命中“量纲分析/相似准则”，v80 基础过程覆盖约 86%。；题型偏概念简答；v80 已有短答库，但非对应专栏仍扣少量组织分。,8.0,10.0,80.0,中高,
Q0345,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"直径为 \(50\ \mathrm{mm}\) 的管道内，流动的管截面平均的时均速度 \(\bar u_m\) 为 \(1.7\ \mathrm{m/s}\)，已知运动粘性系数 \nu=1.006\ \mathrm{mm^2/s}, 计算壁面的线性底层、缓冲过渡层和完全湍流的厚度。提示： \frac{\bar u_m}{u_\tau}=2.5\ln\frac{Ru_\tau}{\nu}+1.75, \(R\) 是管半径。",粘性管路/沿程局部损失/泵水轮机,P5 > 管路损失；Q5 > 粘性流动题库速解；M21 > 题图决策卡；M22 > 误判；M26 > 管路/模型,P5,由 Q 求 V，算 Re，判层/湍；层流用 H-P 或 64/Re，光滑湍流可用 0.3164/Re^(1/4)，粗糙管查 Moody；局部损失用所在管段速度；汇总后代入机械能求目标量。,1. 由 Q 和管径求 V；2. 算 Re 判断层流/湍流；3. 取 lambda 或查 Moody/Colebrook；4. 汇总沿程/局部损失；5. 代入机械能方程求目标量。,局部损失系数、粗糙度和物性仍需题给或查教材；v80 明确了 Moody、光滑管和局部损失速度的收口。 v80 保留管路机械能、沿程/局部损失、泵/水轮机功率、Moody/Colebrook 入口，并补圆管层流抛物线速度分布、湍流丰满剖面和平均/最大速度易错。,主题命中“粘性管路/沿程局部损失/泵水轮机”，v80 基础过程覆盖约 85%。,8.5,10.0,85.0,中高,
Q0346,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,由平均速度公式反求摩擦速度 \(u_\tau\)： \frac{1.7}{u_\tau} =2.5\ln\frac{0.025u_\tau}{1.006\times10^{-6}}+1.75.,量纲分析/相似准则,P1 > 量纲分析模板；M25 > 量纲相似+推导骨架；M4 > 流程H；M6 > 标准解模板：相似；M13 > 模型律；M26 > 管路/模型,P1,列变量和基本量纲；选量纲独立且不含待求量的重复变量；逐个令 pi=X rho^a V^b L^c 求指数；最后用 M26 的 F~rho V^2 L^2、Delta p~rho V^2、Fr/Re 缩尺速度比做换算。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,"若变量很冷门或需完整实验相似设计，仍需教材解释；v80 补了常见模型力、压强和速度比例换算。 v80 已补 Buckingham pi 五步流程和 Re/Fr/Ma/We/Eu 判据表；复杂多变量推导仍需手算。 v80 已补模型换算库 Q,t,f,F,Delta p,M,P 和 Re/Fr 冲突答题句；复杂 pi 群仍需手算。 v80 保留量纲齐次/Rayleigh 指数配平、完全/部分相似及 Re/Fr 冲突说明、关键词到 π 群的定位入口、球阻力 CD=f(Re) 标准推导，并补量纲公式、雷诺相似、自模化和压力系数 Cp/Eu 定义；冷门变量仍需逐项列量纲。",主题命中“量纲分析/相似准则”，v80 基础过程覆盖约 86%。,8.6,10.0,86.0,中高,
Q0347,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"如图离心泵的吸水管采用镀锌钢管，粗糙度 \(e=0.15\ \mathrm{mm}\)，长 \(6\ \mathrm{m}\)，直径 \(100\ \mathrm{mm}\)，有一个弯头 （局部阻力系数 \(\zeta=0.29\)）和一个进口阀（\(\zeta=2.5\)）。工作流量 Q=50\ \mathrm{m^3/h}, 对应水温的汽化压力为 \(19.6\ \mathrm{kPa}\)，大气压力为 \(101.3\ \mathrm{kPa}\)。若要求水泵入口压力至少比汽化压力大 \(20\ \mathrm{kPa}\)，求水泵中心位置高于水面的最大安装高度 \(h\)。已知 \nu=1.0\times10^{-6}\ \mathrm{m^2/s}.",粘性管路/沿程局部损失/泵水轮机,P5 > 管路损失；Q5 > 粘性流动题库速解；M21 > 题图决策卡；M22 > 误判；M26 > 管路/模型,P5,由 Q 求 V，算 Re，判层/湍；层流用 H-P 或 64/Re，光滑湍流可用 0.3164/Re^(1/4)，粗糙管查 Moody；局部损失用所在管段速度；汇总后代入机械能求目标量。,1. 由 Q 和管径求 V；2. 算 Re 判断层流/湍流；3. 取 lambda 或查 Moody/Colebrook；4. 汇总沿程/局部损失；5. 代入机械能方程求目标量。,局部损失系数、粗糙度和物性仍需题给或查教材；v80 明确了 Moody、光滑管和局部损失速度的收口。 v80 保留管路机械能、沿程/局部损失、泵/水轮机功率、Moody/Colebrook 入口，并补圆管层流抛物线速度分布、湍流丰满剖面和平均/最大速度易错。,主题命中“粘性管路/沿程局部损失/泵水轮机”，v80 基础过程覆盖约 85%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,8.1,10.0,81.0,中高,
Q0348,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,如图，管路系统中有一水轮机，水温 \(10^\circ\mathrm{C}\)，对应运动粘度 \nu=1.3\times10^{-6}\ \mathrm{m^2/s}. 水管为铸铁管，粗糙度 \(e=0.25\ \mathrm{mm}\)。忽略局部损失，斜管中水流平均流速 \(2\ \mathrm{m/s}\)，试求水轮机输出功率。,粘性管路/沿程局部损失/泵水轮机,P5 > 管路损失；Q5 > 粘性流动题库速解；M21 > 题图决策卡；M22 > 误判；M26 > 管路/模型,P5,由 Q 求 V，算 Re，判层/湍；层流用 H-P 或 64/Re，光滑湍流可用 0.3164/Re^(1/4)，粗糙管查 Moody；局部损失用所在管段速度；汇总后代入机械能求目标量。,1. 由 Q 和管径求 V；2. 算 Re 判断层流/湍流；3. 取 lambda 或查 Moody/Colebrook；4. 汇总沿程/局部损失；5. 代入机械能方程求目标量。,局部损失系数、粗糙度和物性仍需题给或查教材；v80 明确了 Moody、光滑管和局部损失速度的收口。 v80 保留管路机械能、沿程/局部损失、泵/水轮机功率、Moody/Colebrook 入口，并补圆管层流抛物线速度分布、湍流丰满剖面和平均/最大速度易错。,主题命中“粘性管路/沿程局部损失/泵水轮机”，v80 基础过程覆盖约 85%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,8.1,10.0,81.0,中高,
Q0349,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"\mu=0.731\ \mathrm{Pa\cdot s},\qquad \rho=925\ \mathrm{kg/m^3} 的油，以 \(0.6\ \mathrm{m/s}\) 的速度平行地流过一块长为 \(0.5\ \mathrm{m}\)、宽为 \(0.15\ \mathrm{m}\) 的光滑平板。求边界层最大厚度及平板所受的阻力。",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。,8.7,10.0,87.0,中高,
Q0350,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,假定层流边界层的速度分布如下，请计算边界层的排挤厚度 \(\delta_1\) 和动量损失厚度 \(\delta_2\)。,边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.9,10.0,79.0,中,
Q0351,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"定义： \delta_1=\int_0^\infty\left(1-\frac{u}{U}\right)\dd y,\qquad \delta_2=\int_0^\infty\frac{u}{U}\left(1-\frac{u}{U}\right)\dd y.",概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,主题命中“概念简答/定义解释”，v80 基础过程覆盖约 89%。,8.9,10.0,89.0,中高,
Q0352,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"假设平板层流边界层内速度分布为 \frac{u}{U_e}=a+b\sin\left(\frac{cy}{\delta}\right), 式中 \(a,b,c\) 为待定常数，试用动量积分关系式方法求 \(\delta_1/\delta_2\) 和 \(C_D\)。",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.9,10.0,79.0,中高,
Q0353,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,"流线型火车长 \(110\ \mathrm{m}\)、宽 \(2.75\ \mathrm{m}\)、高 \(2.75\ \mathrm{m}\)，假定顶部及所有侧面的表面摩擦力相当于长 \(110\ \mathrm{m}\)、宽 \(8.25\ \mathrm{m}\) 的光滑平板的一个表面。火车以 \(160\ \mathrm{km/h}\) 的速度在空气中等速行驶，空气密度 \rho=1.22\ \mathrm{kg/m^3}, \mu=1.79\times10^{-5}\ \mathrm{Pa\cdot s}, 如临界 \(Re\) 为 \(5\times10^5\)，问层流边界层能维持多长？火车为克服风的摩擦阻力，消耗的功率为多少？",边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,8.3,10.0,83.0,中高,
Q0354,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.tex,13_粘性流动作业-2_题目与答案.tex,未编号,已知来流 \(2.5\ \mathrm{m/s}\) 绕过零攻角平板，平板长 \(L=50\ \mathrm{cm}\)，宽 \(b=3\ \mathrm{m}\)，计算并比较不同流体绕流下，平板单面摩擦阻力及平板尾部的边界层名义厚度。临界 Re_{cr}=5\times10^5.,边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。,8.7,10.0,87.0,中高,
