source,line,kind,title,tokens,hit_count,hits,covered
v106,876,\\sect\{([^{}]+)\},水下半圆球/半圆柱开孔,水下半圆球|半圆柱开孔,2,水下半圆球|半圆柱开孔,True
v106,878,\\sect\{([^{}]+)\},粘性圆管入口发展,粘性圆管入口发展,1,粘性圆管入口发展,True
v106,880,\\sect\{([^{}]+)\},雷诺输运定理题,雷诺输运定理题,1,雷诺输运定理题,True
v106,882,\\sect\{([^{}]+)\},LES/DNS/RANS概念,LES|DNS|RANS概念,3,LES|DNS|RANS概念,True
v106,884,\\sect\{([^{}]+)\},雷诺应力,雷诺应力,1,雷诺应力,True
v106,886,\\sect\{([^{}]+)\},混合长度,混合长度,1,混合长度,True
v106,888,\\sect\{([^{}]+)\},边界层厚度种类,边界层厚度种类,1,边界层厚度种类,True
v106,891,\\sect\{([^{}]+)\},动力学/应力题干模型压缩,动力学|应力题干模型压缩,2,动力学|应力题干模型压缩,True
v106,892,\\sect\{([^{}]+)\},应力张量+指定平面,应力张量+指定平面,1,应力张量+指定平面,True
v106,894,\\sect\{([^{}]+)\},圆柱切平面M点应力,圆柱切平面M点应力,1,圆柱切平面M点应力,True
v106,896,\\sect\{([^{}]+)\},给应力分布求平面上一点,给应力分布求平面上一点,1,给应力分布求平面上一点,True
v106,898,\\sect\{([^{}]+)\},由$\nabla\cdot P=-\rho\bm f$求体力,nabla|cdot|P=|rho|bm|求体力,6,nabla|cdot|P=|rho|bm|求体力,True
v106,900,\\sect\{([^{}]+)\},正交曲线坐标散度,正交曲线坐标散度,1,正交曲线坐标散度,True
v106,903,\\sect\{([^{}]+)\},理想流体/势流题干模型压缩,理想流体|势流题干模型压缩,2,理想流体|势流题干模型压缩,True
v106,904,\\sect\{([^{}]+)\},环形路径速度环量,环形路径速度环量,1,环形路径速度环量,True
v106,906,\\sect\{([^{}]+)\},弯玻璃管放水,弯玻璃管放水,1,弯玻璃管放水,True
v106,908,\\sect\{([^{}]+)\},"速度场$u=3x^2-3y^2,v=-6xy$",速度场|u=|v=|xy,4,速度场|u=|v=|xy,True
v106,910,\\sect\{([^{}]+)\},"$u=2cxy,v=c(a^2+x^2-y^2)$",u=|cxy|v=c|+x,4,u=|cxy|v=c|+x,True
v106,912,\\sect\{([^{}]+)\},平板Couette流量,平板Couette流量,1,平板Couette流量,True
v106,914,\\sect\{([^{}]+)\},势流方程推导,势流方程推导,1,势流方程推导,True
v106,916,\\sect\{([^{}]+)\},均匀流绕圆柱推导题,均匀流绕圆柱推导题,1,均匀流绕圆柱推导题,True
v106,918,\\sect\{([^{}]+)\},点源/点汇/点涡叠加题,点源|点汇|点涡叠加题,3,点源|点汇|点涡叠加题,True
v106,920,\\sect\{([^{}]+)\},边角流动题,边角流动题,1,边角流动题,True
v106,923,\\sect\{([^{}]+)\},势流应用题干模型压缩,势流应用题干模型压缩,1,势流应用题干模型压缩,True
v106,924,\\sect\{([^{}]+)\},均匀流绕长钝体上坡,均匀流绕长钝体上坡,1,均匀流绕长钝体上坡,True
v106,926,\\sect\{([^{}]+)\},半圆柱屋顶受升力,半圆柱屋顶受升力,1,半圆柱屋顶受升力,True
v106,928,\\sect\{([^{}]+)\},半圆柱水底浮起,半圆柱水底浮起,1,半圆柱水底浮起,True
v106,930,\\sect\{([^{}]+)\},壁面点源最大速度,壁面点源最大速度,1,壁面点源最大速度,True
v106,933,\\sect\{([^{}]+)\},可压缩流动题干模型压缩,可压缩流动题干模型压缩,1,可压缩流动题干模型压缩,True
v106,934,\\sect\{([^{}]+)\},收缩喷管背压,收缩喷管背压,1,收缩喷管背压,True
v106,936,\\sect\{([^{}]+)\},Laval无激波,Laval无激波,1,Laval无激波,True
v106,938,\\sect\{([^{}]+)\},可压文丘里流量计,可压文丘里流量计,1,可压文丘里流量计,True
v106,940,\\sect\{([^{}]+)\},喷管背压状态判断,喷管背压状态判断,1,喷管背压状态判断,True
v106,942,\\sect\{([^{}]+)\},正激波,正激波,1,正激波,True
v106,944,\\sect\{([^{}]+)\},运动正激波撞墙反射,运动正激波撞墙反射,1,运动正激波撞墙反射,True
v106,946,\\sect\{([^{}]+)\},斜激波,斜激波,1,斜激波,True
v106,948,\\sect\{([^{}]+)\},斜激波方程组,斜激波方程组,1,斜激波方程组,True
v106,950,\\sect\{([^{}]+)\},脱体激波,脱体激波,1,脱体激波,True
v106,952,\\sect\{([^{}]+)\},管外膨胀,管外膨胀,1,管外膨胀,True
v106,954,\\sect\{([^{}]+)\},管内激波,管内激波,1,管内激波,True
v106,956,\\sect\{([^{}]+)\},风洞/多波相交题,风洞|多波相交题,2,风洞|多波相交题,True
v106,958,\\sect\{([^{}]+)\},U型压差计+正激波,U型压差计+正激波,1,U型压差计+正激波,True
v106,961,\\sect\{([^{}]+)\},粘性流动题干模型压缩,粘性流动题干模型压缩,1,粘性流动题干模型压缩,True
v106,962,\\sect\{([^{}]+)\},Re判层/湍,Re判层,1,Re判层,True
v106,964,\\sect\{([^{}]+)\},圆管层流压降,圆管层流压降,1,圆管层流压降,True
v106,966,\\sect\{([^{}]+)\},小球Stokes阻力,小球Stokes阻力,1,小球Stokes阻力,True
v106,968,\\sect\{([^{}]+)\},两层流体剪切,两层流体剪切,1,两层流体剪切,True
v106,970,\\sect\{([^{}]+)\},小球低Re终速,小球低Re终速,1,小球低Re终速,True
v106,972,\\sect\{([^{}]+)\},管内层流三方向,管内层流三方向,1,管内层流三方向,True
v106,974,\\sect\{([^{}]+)\},倾斜平板层流,倾斜平板层流,1,倾斜平板层流,True
v106,976,\\sect\{([^{}]+)\},物面条件证明,物面条件证明,1,物面条件证明,True
v106,978,\\sect\{([^{}]+)\},流函数Poisson方程,流函数Poisson方程,1,流函数Poisson方程,True
v106,980,\\sect\{([^{}]+)\},平板边界层混合,平板边界层混合,1,平板边界层混合,True
v106,982,\\sect\{([^{}]+)\},圆管湍流平均速度公式,圆管湍流平均速度公式,1,圆管湍流平均速度公式,True
v106,985,\\sect\{([^{}]+)\},常见问法到首行公式,常见问法到首行公式,1,常见问法到首行公式,True
v106,986,\\sect\{([^{}]+)\},“证明满足连续方程”,“证明满足连续方程”,1,“证明满足连续方程”,True
v106,988,\\sect\{([^{}]+)\},“判断有旋否”,“判断有旋否”,1,“判断有旋否”,True
v106,990,\\sect\{([^{}]+)\},“写流线方程”,“写流线方程”,1,“写流线方程”,True
v106,992,\\sect\{([^{}]+)\},“写迹线方程”,“写迹线方程”,1,“写迹线方程”,True
v106,994,\\sect\{([^{}]+)\},“求流量”,“求流量”,1,“求流量”,True
v106,996,\\sect\{([^{}]+)\},“求剪应力”,“求剪应力”,1,“求剪应力”,True
v106,998,\\sect\{([^{}]+)\},“求压强分布”,“求压强分布”,1,“求压强分布”,True
v106,1000,\\sect\{([^{}]+)\},“求升力/阻力”,“求升力|阻力”,2,“求升力|阻力”,True
v106,1002,\\sect\{([^{}]+)\},“求功率”,“求功率”,1,“求功率”,True
v106,1004,\\sect\{([^{}]+)\},“判断能不能用伯努利”,“判断能不能用伯努利”,1,“判断能不能用伯努利”,True
v106,1006,\\sect\{([^{}]+)\},“判断阻塞”,“判断阻塞”,1,“判断阻塞”,True
v106,1008,\\sect\{([^{}]+)\},“判断激波位置”,“判断激波位置”,1,“判断激波位置”,True
v106,1010,\\sect\{([^{}]+)\},“判断边界层层流湍流”,“判断边界层层流湍流”,1,“判断边界层层流湍流”,True
v106,1012,\\sect\{([^{}]+)\},“判断分离”,“判断分离”,1,“判断分离”,True
v106,1015,\\sect\{([^{}]+)\},通用组合模型：压缩公式链,通用组合模型|压缩公式链,2,通用组合模型|压缩公式链,True
v106,1016,\\sect\{([^{}]+)\},静水压+铰链,静水压+铰链,1,静水压+铰链,True
v106,1018,\\sect\{([^{}]+)\},曲面压力+浮力,曲面压力+浮力,1,曲面压力+浮力,True
v106,1020,\\sect\{([^{}]+)\},U管+加速度,U管+加速度,1,U管+加速度,True
v106,1022,\\sect\{([^{}]+)\},速度场+势函数,速度场+势函数,1,速度场+势函数,True
v106,1024,\\sect\{([^{}]+)\},速度场+应力,速度场+应力,1,速度场+应力,True
v106,1026,\\sect\{([^{}]+)\},伯努利+动量,伯努利+动量,1,伯努利+动量,True
v106,1028,\\sect\{([^{}]+)\},泵+管路损失,泵+管路损失,1,泵+管路损失,True
v106,1030,\\sect\{([^{}]+)\},水轮机+压力表,水轮机+压力表,1,水轮机+压力表,True
v106,1032,\\sect\{([^{}]+)\},收缩喷管+背压,收缩喷管+背压,1,收缩喷管+背压,True
v106,1034,\\sect\{([^{}]+)\},Laval+面积比,Laval+面积比,1,Laval+面积比,True
v106,1036,\\sect\{([^{}]+)\},Laval+内激波,Laval+内激波,1,Laval+内激波,True
v106,1038,\\sect\{([^{}]+)\},斜激波+PM,斜激波+PM,1,斜激波+PM,True
v106,1040,\\sect\{([^{}]+)\},边界层+平板阻力,边界层+平板阻力,1,边界层+平板阻力,True
v106,1042,\\sect\{([^{}]+)\},湍流壁律+管内厚度,湍流壁律+管内厚度,1,湍流壁律+管内厚度,True
v106,1044,\\sect\{([^{}]+)\},Stokes小球+沉降,Stokes小球+沉降,1,Stokes小球+沉降,True
v106,1046,\\sect\{([^{}]+)\},相似准则,相似准则,1,相似准则,True
v106,1048,\\sect\{([^{}]+)\},空化,空化,1,空化,True
v106,1050,\\sect\{([^{}]+)\},流量计,流量计,1,流量计,True
v106,1052,\\sect\{([^{}]+)\},水击/声速概念,水击|声速概念,2,水击|声速概念,True
v106,1054,\\sect\{([^{}]+)\},自由涡,自由涡,1,自由涡,True
v106,1056,\\sect\{([^{}]+)\},强迫涡,强迫涡,1,强迫涡,True
v106,1058,\\sect\{([^{}]+)\},管嘴出流,管嘴出流,1,管嘴出流,True
v106,1060,\\sect\{([^{}]+)\},多出口分流,多出口分流,1,多出口分流,True
v106,1062,\\sect\{([^{}]+)\},压力恢复/扩压器,压力恢复|扩压器,2,压力恢复|扩压器,True
v106,1064,\\sect\{([^{}]+)\},雷诺平均,雷诺平均,1,雷诺平均,True
v106,1067,\\sect\{([^{}]+)\},完整公式清单：按物理量查,完整公式清单|按物理量查,2,完整公式清单|按物理量查,True
v106,1068,\\sect\{([^{}]+)\},密度/压强/温度,密度|压强|温度,3,密度|压强|温度,True
v106,1070,\\sect\{([^{}]+)\},速度/流量,速度|流量,2,速度|流量,True
v106,1072,\\sect\{([^{}]+)\},水头,水头,1,水头,True
v106,1074,\\sect\{([^{}]+)\},沿程损失,沿程损失,1,沿程损失,True
v106,1076,\\sect\{([^{}]+)\},局部损失,局部损失,1,局部损失,True
v106,1078,\\sect\{([^{}]+)\},动量通量,动量通量,1,动量通量,True
v106,1080,\\sect\{([^{}]+)\},能量修正系数,能量修正系数,1,能量修正系数,True
v106,1082,\\sect\{([^{}]+)\},剪应力,剪应力,1,剪应力,True
v106,1084,\\sect\{([^{}]+)\},雷诺数,雷诺数,1,雷诺数,True
v106,1086,\\sect\{([^{}]+)\},马赫数和总量,马赫数和总量,1,马赫数和总量,True
v106,1088,\\sect\{([^{}]+)\},临界量,临界量,1,临界量,True
v106,1090,\\sect\{([^{}]+)\},面积--马赫,面积|马赫,2,面积|马赫,True
v106,1092,\\sect\{([^{}]+)\},质量流量可压,质量流量可压,1,质量流量可压,True
v106,1094,\\sect\{([^{}]+)\},正激波,正激波,1,正激波,True
v106,1096,\\sect\{([^{}]+)\},斜激波,斜激波,1,斜激波,True
v106,1098,\\sect\{([^{}]+)\},PM/Prandtl-Meyer函数,PM|Prandtl|Meyer函数,3,PM|Prandtl|Meyer函数,True
v106,1100,\\sect\{([^{}]+)\},平板层流Blasius,平板层流Blasius,1,平板层流Blasius,True
v106,1102,\\sect\{([^{}]+)\},平板边界层湍流,平板边界层湍流,1,平板边界层湍流,True
v106,1104,\\sect\{([^{}]+)\},边界层积分,边界层积分,1,边界层积分,True
v106,1106,\\sect\{([^{}]+)\},Stokes,Stokes,1,Stokes,True
v106,1108,\\sect\{([^{}]+)\},势流基本关系,势流基本关系,1,势流基本关系,True
v106,1110,\\sect\{([^{}]+)\},圆柱绕流,圆柱绕流,1,圆柱绕流,True
v106,1112,\\sect\{([^{}]+)\},环量升力,环量升力,1,环量升力,True
v106,1115,\\sect\{([^{}]+)\},符号解释表：看到符号就知道干什么,符号解释表|看到符号就知道干什么,2,符号解释表|看到符号就知道干什么,True
v106,1116,\\sect\{([^{}]+)\},"$\rho,\mu,\nu$",rho|mu|nu,3,rho|mu|nu,True
v106,1118,\\sect\{([^{}]+)\},"$Q,\dot m,V,\bar u$",dot|bar,2,dot|bar,True
v106,1120,\\sect\{([^{}]+)\},"$p,p_g,p_0,p^*$",,0,,False
v106,1122,\\sect\{([^{}]+)\},"$A,A^*,A_t,A_e$",,0,,False
v106,1124,\\sect\{([^{}]+)\},"$h_f,h_\zeta,H_p,H_T$",zeta,1,zeta,True
v106,1126,\\sect\{([^{}]+)\},"$\lambda,\zeta,C_D,C_f$",lambda|zeta,2,lambda|zeta,True
v106,1128,\\sect\{([^{}]+)\},"$\delta,\delta^*,\theta$",delta|delta|theta,3,delta|delta|theta,True
v106,1130,\\sect\{([^{}]+)\},"$u_\tau,y^+,u^+$",tau,1,tau,True
v106,1132,\\sect\{([^{}]+)\},"$M,\mu,\beta,\theta$",mu|beta|theta,3,mu|beta|theta,True
v106,1134,\\sect\{([^{}]+)\},$\nu(M)$,nu,1,nu,True
v106,1137,\\sect\{([^{}]+)\},分支流程：从条件到公式,分支流程|从条件到公式,2,分支流程|从条件到公式,True
v106,1138,\\sect\{([^{}]+)\},流程A：给速度场,流程A|给速度场,2,流程A|给速度场,True
v106,1140,\\sect\{([^{}]+)\},流程B：给静止液体图,流程B|给静止液体图,2,流程B|给静止液体图,True
v106,1142,\\sect\{([^{}]+)\},流程C：给管路图,流程C|给管路图,2,流程C|给管路图,True
v106,1144,\\sect\{([^{}]+)\},流程D：给喷管图,流程D|给喷管图,2,流程D|给喷管图,True
v106,1146,\\sect\{([^{}]+)\},流程E：给激波图,流程E|给激波图,2,流程E|给激波图,True
v106,1148,\\sect\{([^{}]+)\},流程F：给边界层/平板,流程F|给边界层|平板,3,流程F|给边界层|平板,True
v106,1150,\\sect\{([^{}]+)\},流程G：给层流解析,流程G|给层流解析,2,流程G|给层流解析,True
v106,1152,\\sect\{([^{}]+)\},流程H：给相似/量纲,流程H|给相似|量纲,3,流程H|给相似|量纲,True
v106,1155,\\sect\{([^{}]+)\},易错点逐条排雷,易错点逐条排雷,1,易错点逐条排雷,True
v106,1156,\\sect\{([^{}]+)\},错1：把背压当出口压,把背压当出口压,1,把背压当出口压,True
v106,1158,\\sect\{([^{}]+)\},错2：把0.528到处用,到处用,1,到处用,True
v106,1160,\\sect\{([^{}]+)\},错3：激波后继续用原$p_0$,激波后继续用原,1,激波后继续用原,True
v106,1162,\\sect\{([^{}]+)\},错4：面积比支路选错,面积比支路选错,1,面积比支路选错,True
v106,1164,\\sect\{([^{}]+)\},错5：H--P用于湍流,P用于湍流,1,P用于湍流,True
v106,1166,\\sect\{([^{}]+)\},错6：平板阻力用截面积,平板阻力用截面积,1,平板阻力用截面积,True
v106,1168,\\sect\{([^{}]+)\},错7：压力中心公式乱用,压力中心公式乱用,1,压力中心公式乱用,True
v106,1170,\\sect\{([^{}]+)\},错8：动量方程标量化,动量方程标量化,1,动量方程标量化,True
v106,1172,\\sect\{([^{}]+)\},错9：局部损失速度取错,局部损失速度取错,1,局部损失速度取错,True
v106,1174,\\sect\{([^{}]+)\},错10：表压绝压混用,表压绝压混用,1,表压绝压混用,True
v106,1176,\\sect\{([^{}]+)\},错11：PM压缩也用,PM压缩也用,1,PM压缩也用,True
v106,1178,\\sect\{([^{}]+)\},错12：边界层厚度和管半径混,边界层厚度和管半径混,1,边界层厚度和管半径混,True
v106,1180,\\sect\{([^{}]+)\},错13：把流函数当势函数,把流函数当势函数,1,把流函数当势函数,True
v106,1182,\\sect\{([^{}]+)\},错14：源涡原点直接用,源涡原点直接用,1,源涡原点直接用,True
v106,1184,\\sect\{([^{}]+)\},错15：忘记单位换算,忘记单位换算,1,忘记单位换算,True
v106,1187,\\sect\{([^{}]+)\},详细小模板：把答案写得像标准解,详细小模板|把答案写得像标准解,2,详细小模板|把答案写得像标准解,True
v106,1188,\\sect\{([^{}]+)\},标准解模板：静水压,标准解模板|静水压,2,标准解模板|静水压,True
v106,1190,\\sect\{([^{}]+)\},标准解模板：动量,标准解模板|动量,2,标准解模板|动量,True
v106,1192,\\sect\{([^{}]+)\},标准解模板：管路,标准解模板|管路,2,标准解模板|管路,True
v106,1194,\\sect\{([^{}]+)\},标准解模板：N--S层流,标准解模板|S层流,2,标准解模板|S层流,True
v106,1196,\\sect\{([^{}]+)\},标准解模板：势流,标准解模板|势流,2,标准解模板|势流,True
v106,1198,\\sect\{([^{}]+)\},标准解模板：喷管,标准解模板|喷管,2,标准解模板|喷管,True
v106,1200,\\sect\{([^{}]+)\},标准解模板：激波,标准解模板|激波,2,标准解模板|激波,True
v106,1202,\\sect\{([^{}]+)\},标准解模板：边界层,标准解模板|边界层,2,标准解模板|边界层,True
v106,1204,\\sect\{([^{}]+)\},标准解模板：相似,标准解模板|相似,2,标准解模板|相似,True
v106,1207,\\sect\{([^{}]+)\},补充模型：自由面与涡,补充模型|自由面与涡,2,补充模型|自由面与涡,True
v106,1208,\\sect\{([^{}]+)\},自由涡液面,自由涡液面,1,自由涡液面,True
v106,1210,\\sect\{([^{}]+)\},强迫涡液面,强迫涡液面,1,强迫涡液面,True
v106,1212,\\sect\{([^{}]+)\},复合涡,复合涡,1,复合涡,True
v106,1214,\\sect\{([^{}]+)\},Rankine卵形,Rankine卵形,1,Rankine卵形,True
v106,1216,\\sect\{([^{}]+)\},偶极子物理意义,偶极子物理意义,1,偶极子物理意义,True
v106,1218,\\sect\{([^{}]+)\},机翼升力,机翼升力,1,机翼升力,True
v106,1221,\\sect\{([^{}]+)\},查表与优先级索引,查表与优先级索引,1,查表与优先级索引,True
v106,1222,\\sect\{([^{}]+)\},教材查找建议,教材查找建议,1,教材查找建议,True
v106,1224,\\sect\{([^{}]+)\},考试先后顺序,考试先后顺序,1,考试先后顺序,True
v106,1226,\\sect\{([^{}]+)\},数值题通用检查,数值题通用检查,1,数值题通用检查,True
v106,1228,\\sect\{([^{}]+)\},概念题通用答法,概念题通用答法,1,概念题通用答法,True
v106,1230,\\sect\{([^{}]+)\},证明题通用答法,证明题通用答法,1,证明题通用答法,True
v106,1232,\\sect\{([^{}]+)\},图像题通用答法,图像题通用答法,1,图像题通用答法,True
v106,1234,\\sect\{([^{}]+)\},答题纸三行骨架,答题纸三行骨架,1,答题纸三行骨架,True
v106,1237,\\sect\{([^{}]+)\},高频小问速答,高频小问速答,1,高频小问速答,True
v106,1238,\\sect\{([^{}]+)\},为什么应力张量对称,为什么应力张量对称,1,为什么应力张量对称,True
v106,1240,\\sect\{([^{}]+)\},为什么有流函数,为什么有流函数,1,为什么有流函数,True
v106,1242,\\sect\{([^{}]+)\},为什么有势函数,为什么有势函数,1,为什么有势函数,True
v106,1244,\\sect\{([^{}]+)\},为什么Laplace,为什么Laplace,1,为什么Laplace,True
v106,1246,\\sect\{([^{}]+)\},为什么Bernoulli沿流线,为什么Bernoulli沿流线,1,为什么Bernoulli沿流线,True
v106,1248,\\sect\{([^{}]+)\},为什么圆柱理想阻力为0,为什么圆柱理想阻力为,1,为什么圆柱理想阻力为,True
v106,1250,\\sect\{([^{}]+)\},为什么边界层存在,为什么边界层存在,1,为什么边界层存在,True
v106,1252,\\sect\{([^{}]+)\},为什么逆压梯度会分离,为什么逆压梯度会分离,1,为什么逆压梯度会分离,True
v106,1254,\\sect\{([^{}]+)\},为什么湍流阻力大,为什么湍流阻力大,1,为什么湍流阻力大,True
v106,1256,\\sect\{([^{}]+)\},为什么阻塞,为什么阻塞,1,为什么阻塞,True
v106,1258,\\sect\{([^{}]+)\},为什么激波总压下降,为什么激波总压下降,1,为什么激波总压下降,True
v106,1260,\\sect\{([^{}]+)\},为什么膨胀波等熵,为什么膨胀波等熵,1,为什么膨胀波等熵,True
v106,1262,\\sect\{([^{}]+)\},为什么斜激波用法向马赫数,为什么斜激波用法向马赫数,1,为什么斜激波用法向马赫数,True
v106,1264,\\sect\{([^{}]+)\},为什么Laval能超声速,为什么Laval能超声速,1,为什么Laval能超声速,True
v106,1266,\\sect\{([^{}]+)\},为什么粗糙度层流不用,为什么粗糙度层流不用,1,为什么粗糙度层流不用,True
v106,1268,\\sect\{([^{}]+)\},为什么平板局部/平均系数不同,为什么平板局部|平均系数不同,2,为什么平板局部|平均系数不同,True
v106,1270,\\sect\{([^{}]+)\},为什么两层流体剪应力连续,为什么两层流体剪应力连续,1,为什么两层流体剪应力连续,True
v106,1272,\\sect\{([^{}]+)\},为什么H--P抛物线,为什么H|P抛物线,2,为什么H|P抛物线,True
v106,1274,\\sect\{([^{}]+)\},为什么Stokes阻力与速度一次方成正比,为什么Stokes阻力与速度一次方成正比,1,为什么Stokes阻力与速度一次方成正比,True
v106,1276,\\sect\{([^{}]+)\},为什么管路损失用速度头,为什么管路损失用速度头,1,为什么管路损失用速度头,True
v106,1278,\\sect\{([^{}]+)\},为什么压力中心低于形心,为什么压力中心低于形心,1,为什么压力中心低于形心,True
v106,1280,\\sect\{([^{}]+)\},为什么动量方程要控制体,为什么动量方程要控制体,1,为什么动量方程要控制体,True
v106,1282,\\sect\{([^{}]+)\},为什么流量要积分,为什么流量要积分,1,为什么流量要积分,True
v106,1284,\\sect\{([^{}]+)\},为什么表压可为负,为什么表压可为负,1,为什么表压可为负,True
v106,1286,\\sect\{([^{}]+)\},为什么马赫数重要,为什么马赫数重要,1,为什么马赫数重要,True
v106,1288,\\sect\{([^{}]+)\},为什么扩压器易分离,为什么扩压器易分离,1,为什么扩压器易分离,True
v106,1290,\\sect\{([^{}]+)\},为什么泵入口最危险,为什么泵入口最危险,1,为什么泵入口最危险,True
v106,1292,\\sect\{([^{}]+)\},为什么水轮机要扣损失,为什么水轮机要扣损失,1,为什么水轮机要扣损失,True
v106,1294,\\sect\{([^{}]+)\},为什么圆管湍流用壁律,为什么圆管湍流用壁律,1,为什么圆管湍流用壁律,True
v106,1296,\\sect\{([^{}]+)\},为什么位移厚度叫位移,为什么位移厚度叫位移,1,为什么位移厚度叫位移,True
v106,1298,\\sect\{([^{}]+)\},为什么动量厚度重要,为什么动量厚度重要,1,为什么动量厚度重要,True
v106,1300,\\sect\{([^{}]+)\},为什么答案要写假设,为什么答案要写假设,1,为什么答案要写假设,True
v106,1303,\\sect\{([^{}]+)\},速算区：不用重新推的中间结果,速算区|不用重新推的中间结果,2,速算区|不用重新推的中间结果,True
v106,1304,\\sect\{([^{}]+)\},常用平方/根号,常用平方|根号,2,常用平方|根号,True
v106,1306,\\sect\{([^{}]+)\},常用水柱压强,常用水柱压强,1,常用水柱压强,True
v106,1308,\\sect\{([^{}]+)\},常用圆管面积,常用圆管面积,1,常用圆管面积,True
v106,1310,\\sect\{([^{}]+)\},空气等熵速算,空气等熵速算,1,空气等熵速算,True
v106,1312,\\sect\{([^{}]+)\},空气临界速算,空气临界速算,1,空气临界速算,True
v106,1314,\\sect\{([^{}]+)\},正激波空气$M_1=2$,正激波空气,1,正激波空气,True
v106,1316,\\sect\{([^{}]+)\},正激波空气$M_1=3$,正激波空气,1,正激波空气,True
v106,1318,\\sect\{([^{}]+)\},层流圆管速算,层流圆管速算,1,层流圆管速算,True
v106,1320,\\sect\{([^{}]+)\},H--P压降速算,P压降速算,1,P压降速算,True
v106,1322,\\sect\{([^{}]+)\},平板层流厚度速算,平板层流厚度速算,1,平板层流厚度速算,True
v106,1324,\\sect\{([^{}]+)\},平板层流阻力速算,平板层流阻力速算,1,平板层流阻力速算,True
v106,1326,\\sect\{([^{}]+)\},湍流平板阻力速算,湍流平板阻力速算,1,湍流平板阻力速算,True
v106,1328,\\sect\{([^{}]+)\},壁律厚度速算,壁律厚度速算,1,壁律厚度速算,True
v106,1330,\\sect\{([^{}]+)\},Stokes终速速算,Stokes终速速算,1,Stokes终速速算,True
v106,1332,\\sect\{([^{}]+)\},动量力速算,动量力速算,1,动量力速算,True
v106,1334,\\sect\{([^{}]+)\},泵功率速算,泵功率速算,1,泵功率速算,True
v106,1336,\\sect\{([^{}]+)\},粗糙度速算,粗糙度速算,1,粗糙度速算,True
v106,1338,\\sect\{([^{}]+)\},声速速算,声速速算,1,声速速算,True
v106,1340,\\sect\{([^{}]+)\},马赫角速算,马赫角速算,1,马赫角速算,True
v106,1342,\\sect\{([^{}]+)\},PM函数使用提醒,PM函数使用提醒,1,PM函数使用提醒,True
v106,1344,\\sect\{([^{}]+)\},斜激波弱解检查,斜激波弱解检查,1,斜激波弱解检查,True
v106,1346,\\sect\{([^{}]+)\},喷管状态数量级,喷管状态数量级,1,喷管状态数量级,True
v106,1348,\\sect\{([^{}]+)\},管路答案数量级,管路答案数量级,1,管路答案数量级,True
v106,1350,\\sect\{([^{}]+)\},压力中心数量级,压力中心数量级,1,压力中心数量级,True
v106,1352,\\sect\{([^{}]+)\},圆管层流剪应力,圆管层流剪应力,1,圆管层流剪应力,True
v106,1354,\\sect\{([^{}]+)\},局部损失数量级,局部损失数量级,1,局部损失数量级,True
v106,1356,\\sect\{([^{}]+)\},不可压近似,不可压近似,1,不可压近似,True
v106,1358,\\sect\{([^{}]+)\},题目读数顺序,题目读数顺序,1,题目读数顺序,True
v106,1360,\\sect\{([^{}]+)\},交卷前记忆卡,交卷前记忆卡,1,交卷前记忆卡,True
v106,1363,\\sect\{([^{}]+)\},展开型模板：按流程仿写,展开型模板|按流程仿写,2,展开型模板|按流程仿写,True
v106,1364,\\sect\{([^{}]+)\},模板：速度场流程,模板|速度场流程,2,模板|速度场流程,True
v106,1366,\\sect\{([^{}]+)\},模板：流线流程,模板|流线流程,2,模板|流线流程,True
v106,1368,\\sect\{([^{}]+)\},模板：迹线流程,模板|迹线流程,2,模板|迹线流程,True
v106,1370,\\sect\{([^{}]+)\},模板：应力流程,模板|应力流程,2,模板|应力流程,True
v106,1372,\\sect\{([^{}]+)\},模板：闸门流程,模板|闸门流程,2,模板|闸门流程,True
v106,1374,\\sect\{([^{}]+)\},模板：曲面流程,模板|曲面流程,2,模板|曲面流程,True
v106,1376,\\sect\{([^{}]+)\},模板：弯管流程,模板|弯管流程,2,模板|弯管流程,True
v106,1378,\\sect\{([^{}]+)\},模板：泵流程,模板|泵流程,2,模板|泵流程,True
v106,1380,\\sect\{([^{}]+)\},模板：水轮机流程,模板|水轮机流程,2,模板|水轮机流程,True
v106,1382,\\sect\{([^{}]+)\},模板：圆管层流流程,模板|圆管层流流程,2,模板|圆管层流流程,True
v106,1384,\\sect\{([^{}]+)\},模板：平板Couette流程,模板|平板Couette流程,2,模板|平板Couette流程,True
v106,1386,\\sect\{([^{}]+)\},模板：两层流流程,模板|两层流流程,2,模板|两层流流程,True
v106,1388,\\sect\{([^{}]+)\},模板：势流叠加流程,模板|势流叠加流程,2,模板|势流叠加流程,True
v106,1390,\\sect\{([^{}]+)\},模板：圆柱有环量流程,模板|圆柱有环量流程,2,模板|圆柱有环量流程,True
v106,1392,\\sect\{([^{}]+)\},模板：Laval喷管流程,模板|Laval喷管流程,2,模板|Laval喷管流程,True
v106,1394,\\sect\{([^{}]+)\},模板：正激波流程,模板|正激波流程,2,模板|正激波流程,True
v106,1396,\\sect\{([^{}]+)\},模板：斜激波流程,模板|斜激波流程,2,模板|斜激波流程,True
v106,1398,\\sect\{([^{}]+)\},模板：膨胀波流程,模板|膨胀波流程,2,模板|膨胀波流程,True
v106,1400,\\sect\{([^{}]+)\},模板：Blasius平板边界层,模板|Blasius平板边界层,2,模板|Blasius平板边界层,True
