unit_id,source_item_id,split_no,chapter,topic_folder,mother,child_type,confidence,represent_score,need_original_confirm,source_group,source_label,question_no,question_text,source_file
U00379,Q0366,1,第2章 流体静力学,01_静水压力_测压_闸门,母题1：静水压强/测压/闸门受力,平面闸门/曲面压力/浮力稳定,中,15,否,课本教材题-张扬军文本,流体力学教材_text.txt,1.4,4.2 毛细现象 在实际的生活中，经常可以观察到如下现象，将一根细玻璃管插入水中，可以看到管内 的液面要略高于管外液面；若将玻璃管插入水银中，则可以发现管内水银液面低于管外水银 液面。这种现象与液体和固体壁面的接触性质有关。 ·10· 流 体 力 学 当液体与固体壁面接触时，若液体分子间的吸引力小于液体与固体之间的附着力，液体 将润湿、附着在壁面上，沿壁面向外伸展。例如，当细玻璃管插入水中时，水分子之间的相 互吸引力小于水与玻璃之间的附着力，水润湿玻璃管壁面并沿管道壁面伸展，在重力作用下， 使得玻璃管内的液面向下弯曲，在表面张力作用下，玻璃管内的液面被拉高 h ，如图 1-6(a) 所示。反之，若液体分子之间的吸引力大于液体与固体之间的附着力，那么液体将不再润湿 壁面，而是在表面张力的作用下，形成一团。例如，当细玻璃管插入水银中时，由于水银分 子之间的相互吸引力大于水银与玻璃之间的附着力，水银不再润湿玻璃管壁并沿壁面收缩， 在重力和表面张力的共同作用下，使得玻璃管内的水银液面向上弯曲，此时在表面张力作用 下，玻璃管内的液面被拉低了 h ，如图 1-6(b)所示。这种在细管中液面上升或下降的现象称 为毛细现象，能产生显著的毛细现象的细管称为毛细管。 因为液体曲面与管道壁面接触处的表面张力合力指向液面的内凹面，当液面处于静止平 衡时，根据力平衡原理，需要凹面的压力高于凸面的压力才能够与表面张力平衡，这种由表 面张力引起的附加压力称为毛细压力，它与毛细管内液面的上升或下降的高度直接相关。以 图 1-6(a)为例，假设液体密度为ߩ，玻璃毛细管直径为 d ，液面与固体壁面的接触角为ߠ，当 表面张力引起的液面两侧压力差与上升液柱重量相等时，液柱达到平衡状态，此时有 πd 2 πdσ cosθ = ρ g h (1.4.1) 4 4σ cos θ 可得 h= (1.4.2) ρ gd 其中，h 为液面上升或下降的高度。 h > 0 代表液面上升，反之 h < 0 代表 液面下降。由式(1.4.2)可以看出，毛 细管内液面上升或下降的高度与管径 成反比，同时与液体种类、管壁面材 料、液面上气体(或不相容液体)的种 图,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00390,Q0372,1,第2章 流体静力学,01_静水压力_测压_闸门,母题1：静水压强/测压/闸门受力,平面闸门/曲面压力/浮力稳定,中,15,否,课本教材题-张扬军文本,流体力学教材_text.txt,2.4,2.4.1 绝对压强和相对压强 如果液体自由表面与大气相通，则液面上压强 p0 就是大气压 pa ，即 p0 = pa 。此时式(2.3.4) p = pa + ρ gh (2.4.1) 其中， p 称为绝对压强，是以绝对真空为计算起点的压强。工程运用中，通常测压仪表以当 地大气压作为计算起点，测压仪表上的读数反映了流体压强比当地大气压大或小的值，这种 以大气压作为计算起点的压强称为相对压强。图 2-9 给 出了绝对压强、大气压和相对压强之间的相互关系。由 图可知，相对压强是绝对压强 p 与大气压 pa 之差，用 pg pg = p − pa (2.4.2) 真空(又称真空度)是大气压 pa 与绝对压强之差，用 pV pv = pa − p (2.4.3) 图 2-9 绝对压强、大气压、相对压强、 流体压强的计量单位有很多种，现将实际研究和工 真空的关系 程应用中经常遇到的几种压强单位及换算列于表 2-1。 表 2-1 压强的单位及其换算表 2 千克力/厘米 标准大气压 毫米汞柱 磅力/英寸2 帕(Pa) 巴(bar) 米水柱(mH2O) (kgf/cm2) (atm) (mmHg) (lbf/in2) 1 0.102 × 10−4 0.0987 × 10−4 10−5 1.02 × 10−4 75.01× 10−4 1.45 × 10−4,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00382,Q0367,2,第2章 流体静力学,01_静水压力_测压_闸门,母题1：静水压强/测压/闸门受力,静水压强与平面/曲面受力,低-按原文件夹归类,14,否,课本教材题-张扬军文本,流体力学教材_text.txt,2.1,"2-1 中 F 的方向。 特性二：静止流体内部任意点处的流体静压强在各个方向都是相等的。如图 2-2 流体静压强各向相等示意图 为了证明特性二，可从处于静止状态的流体中取一个微元四面体(简称微元体)，并对其 受力状态进行分析。该微元体与坐标轴 x 、 y 、 z 的关系如图 2-3 所示，微元体的三个互相垂 直边的边长分别为 dx 、 dy 、 dz 。当微元体取得足够小时，可以认为作用在同一微小面上的 压强是均匀的。若假定 px 、 p y 、 pz 和 pn 分别表示作用在 △Obc 、△Oac 、△Oab 和 △abc 表 面上的流体静压强，△abc 的面积为 dA ， pn 与 x 、 y 、 z 轴的夹角分别为 α 、 β 、γ 。那么， 作用在各微元面上的表面力分别为 p x dydz 2 、 p y dxdz 2 、 p z dxdy 2 和 pn dA 。除上述表面力 以外，微元体还受质量力的作用，假设流体的密度为 ρ ，微元体的体积为 dV = dxdydz 6 ，则 在重力场中质量力为 ρ gdxdydz 6 。显然，与作用在微元面上的表面力相比，质量力是高阶小 量，可以忽略不计。 由于微元体处于平衡状态，其所受的合力等于零，即合力在 x 、 y 、 z 各坐标轴方向的投 影都为零，可得 1 1 1 px dydz − pn dA cos α = 0, p y dxdz − pn dA cos β = 0, pz dxdy − pn dA cos γ = 0 2 2 2 1 1 1 由于 dA cos α = dydz, dA cos β = dxdz, dA cos γ = dxdy 2 2 2 可以得到 p x − pn",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00403,Q0377,2,第2章 流体静力学,01_静水压力_测压_闸门,母题1：静水压强/测压/闸门受力,平面闸门/曲面压力/浮力稳定,高,14,否,课本教材题-张扬军文本,流体力学教材_text.txt,2.5,2-14 所示，它在自由液面下的深度为 h 。液体作用 在 dA 上的总压力 dF = pdA = ( p0 + ρ gh) dA 。 dF 在 x 轴方向的分力应为 dFx = dF cos α = ( p0 + ρ gh ) cos α dA = ( p0 + ρ gh ) dAx 其中， dAx = cos α dA 是微元面积 dA 在垂直于 Ox 轴的坐标面内的投影。 AB 曲面所受的合力 在 x 方向的分力为 Fx = ∫ dFx = p0 Ax + ρ g ∫ hdAx A A ·26· 流 体 力 学 其中， ∫ hdAx = hC Ax 为面积 A 在 yOz 坐标面上的投影面 积 Ax 对 x 轴的面积矩， hC 为投影面积几何中心位置。所以 Fx = ( p0 + ρ ghC ) Ax (2.5.9) 式(2.5.9)就是曲面 AB 上液体总压力的水平分量计算公 式。由此可知，流体作用在柱形曲面上的合力的水平分 量等于曲面的垂直投影面积与垂直投影面几何中心处的 总压力的乘积。同液体作用在平面上的总压力一样，作 用力水平分量 Fx 的作用点通过 Ax 的压力中心。如果柱形 图,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00343,Q0337,1,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,水池-管路-泵阀-局部损失综合,高,35,否,课本/作业整理题,13_粘性流动作业-2_题目与答案.pdf,2,"2. 泵吸水管最大安装高度 如图离心泵的吸水管采用镀锌钢管，粗糙度 e = 0.15 mm，长 6 m，直径 100 mm，有一个弯头（局部阻力 系数 ζ = 0.29）和一个进口阀（ζ = 2.5）。工作流量 Q = 50 m3 /h, 对应水温的汽化压力为 19.6 kPa，大气压力为 101.3 kPa。若要求水泵入口压力至少比汽化压力大 20 kPa， 求水泵中心位置高于水面的最大安装高度 h。已知 ν = 1.0 × 10−6 m2 /s. 选水池自由液面为 A，泵入口中心为 B。取水面为零高度： zA = 0, zB = h. 水面速度近似为零： VA ≈ 0. 水面压强为大气压： pA = pa . 泵入口最低允许压强： pB = pv + 20 kPa = 19.6 + 20 = 39.6 kPa. 对 A 到 B 写机械能方程： 1 ∑ pa = pB + ρgh + ρV 2 + ∆pf + ∆pζ . 2 3 化为水头形式： ( ) 2 pa − p B V2 L ∑ V h= − − λ + ζ . ρg 2g d 2g 流量： 50 Q= = 0.01389 m3 /s. 3600 管内平均速度： Q 0.01389 V = = = 1.77 m/s. πd2 /4 π(0.1)2 /4 雷诺数： Vd 1.77 × 0.1 Re = = = 1.77 × 105 . ν 1.0 × 10−6 相对粗糙度： e 0.15 mm = = 0.0015. d 100 mm 由 Re 和 e/d 查莫迪图，取 λ ≈ 0.023. 局部阻力系数和： ζ = 0.29 + 2.5 = 2.79. V2 1.772 = = 0.159 m. 2g 2 × 9.81 L 6 λ = 0.023 × = 1.38. d 0.1 pa − pB (101.3 − 39.6) × 103 = = 6.29 m. ρg 1000 × 9.81 因此： h = 6.29 − 0.159 − (1.38 + 2.79) × 0.159. hmax ≈ 5.47 m",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.pdf
U00344,Q0338,1,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,水池-管路-泵阀-局部损失综合,高,30,否,课本/作业整理题,13_粘性流动作业-2_题目与答案.pdf,3,"3. 水轮机输出功率 如图，管路系统中有一水轮机，水温 10◦ C，对应运动粘度 ν = 1.3 × 10−6 m2 /s. 水管为铸铁管，粗糙度 e = 0.25 mm。忽略局部损失，斜管中水流平均流速 2 m/s，试求水轮机输出功率。 图示条件：斜管内径 20 cm、长度 30 m；水平管内径 30 cm、长度 15 m；压力表读数 70 kPa；上游水面比 压力表截面高 30 m。 4 斜管： d1 = 0.20 m, L1 = 30 m, v1 = 2 m/s. 水平管： d2 = 0.30 m, L2 = 15 m. 流量： πd21 π(0.20)2 Q= v1 = × 2 = 0.0628 m3 /s. 4 4 水平管速度： Q 0.0628 v2 = 2 = = 0.889 m/s. πd2 /4 π(0.30)2 /4 雷诺数： v1 d1 2 × 0.20 Re1 = = = 3.08 × 105 . ν 1.3 × 10−6 v 2 d2 0.889 × 0.30 Re2 = = = 2.05 × 105 . ν 1.3 × 10−6 相对粗糙度： e e = 0.00125, = 0.000833. d1 d2 查莫迪图： λ1 ≈ 0.0216, λ2 ≈ 0.0203. 沿程损失： 30 22 hf 1 = 0.0216 × × = 0.659 m.",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\粘性流动作业-2\13_粘性流动作业-2_题目与答案.pdf
U00533,Q0464,2,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,层流管流/Hagen-Poiseuille/剪应力,高,28,否,课本教材题-张扬军文本,流体力学教材_text.txt,9.2,"(2)假设管道截面为圆形，即呈轴对称，并且管内流动也呈现轴对称特性。 图 (2)，选择在柱坐标系中分析本问题，其中坐标 z 轴与圆管轴线重合， 如图 (1)，有 ∂Vz ∂Vz Vr = Vφ = 0, = =0 (9.2.1) ∂φ ∂z 由于流动定常，可得 ∂(⋅) =0 (9.2.2) 其中， (⋅) 代表流场速度、压力等物理量。将式(9.2.1)和式(9.2.2)代入柱坐标形式下的连续性方 程(7.3.30)和动量方程(方程(7.3.31)～方程(7.3.33))中，可知连续性方程自动满足，动量方程 可化简为 1 ∂p 0=− + gr (9.2.3) ρ ∂r 1 ∂p 0=− + gφ (9.2.4) ρ r ∂φ 第 9 章 黏性不可压缩流体的内部流动 ·115· 1 ∂p μ ⎛ ∂2V 1 ∂Vz ⎞ 0=− + g z + ⎜⎜ 2z + ⎟ (9.2.5) ρ ∂z ρ ⎝ ∂r r ∂r ⎟⎠ 由式(9.2.5)可知， Vz = Vz ( r ) (9.2.6) 忽略重力的影响 g r = gφ = g z = 0 。将式(9.2.6)代入式(9.2.3)～式(9.2.5)中，可得 ∂p ∂ p = =0 (9.2.7) ∂r ∂φ ∂p ⎛ ∂2V 1 ∂Vz ⎞ 0=− + μ ⎜⎜ 2z + ⎟ (9.2.8) ∂z ⎝ ∂r r ∂r ⎠⎟ 从式(9.2.7)中可以看出压强 p 只是坐标 z 的函数，因此 ∂p / ∂z = dp / dz 。将式(9.2.8)沿径向 r 积分，可得 1 dp 2 Vz = r + Cl ln r + C z (9.2.9) 4 μ dz 积分常数 Cl 和 C z 可由圆管轴心位置速度有限条件和圆管壁面的黏附速度边界条件确定，即 r = 0 时， Vz 取值有限； r = 时， Vz = 0 (9.2.10) 2 将式(9.2.9)代入边界条件(9.2.10)中，可得 1 dp D 2 Cl = 0, Cz = − (9.2.11) 4 μ dz 4 1 dp ⎛ 2 D 2 ⎞ 于是可得圆管中速度分布形式 Vz = ⎜r − ⎟ (9.2.12) 4 μ dz ⎝ 4 ⎠ 从式(9.2.12)中，可知管内速度最大点发生在管道轴线 ( r = 0 ) 上， D 2 dp Vz max",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00587,Q0501,1,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,水池-管路-泵阀-局部损失综合,中,27,否,课本教材题-张扬军文本,流体力学教材_text.txt,9,(9.8.6) ⎛ l2 ⎞ V22 ⎛ ln ⎞ Vn2 = ⎜ ∑ ζ 2 + λ2 ⎟ = = ⎜ ∑ ζ n + λn ⎟ ⎝ d2 ⎠ 2 g ⎝ dn ⎠ 2 g ·150· 流 体 力 学 由式(9.8.6)可知各并联分管路的机械能损失相同，这是通过调整和分配各分管道内的流 量来实现的。与串联管路类似，并联管路一般也会遇到两类问题。第一类问题是已知并联管 路允许的压力损失，求总流量 Q ；第二类问题是已知总流量 Q ，求并联各分管路的流量及机 械能损失。对于第一类问题，虽然已知并联管路允许的压力损失，但无法预先确定 Re 并从穆 迪图查得沿程阻力系数 λi，因此其求解方法与串联管路中第二类问题类似，需要通过试算和 迭代的方法，求通过并联管路的流量 Q。对于第二类问题，虽然已知总流量 Q ，但由于各并 联分管路中的流量未知，而且需要调整各分管路的流量使各分管路的机械能损失相同，因此 这类计算比第一类问题更为复杂。 例题 9-8 设水塔中的水经过如图 9-16 所示并联管路流出，已知 l1 = 300 m ，d1 = 150 mm ， l2 = 400 m ， d 2 = 100 m ， Q = 45 L/ s 。若管路中的沿程阻力系数为 λ = 0.025 ，忽略局部水力 损失，求支管中的流量 Q1 和 Q2 以及并联管路中的水力损失。,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00010,Q0010,1,第8/10章 粘性管流与工程损失,07_边界层_外绕流阻力,母题6：粘性管路/沿程局部损失/泵水轮机,Couette/多层粘性剪切流,中,22,否,往年期末题-主目录,工程流体力学期末考试及答案.pdf,5,5.如图，在两块相距 20mm 的平板间充满动力粘度为 0.065（N·s）/m²的油，如果以 1m/s 速度拉动距上平板 5mm，面积为 0.5m²的薄板（不计厚度），求需要的拉力（12 分）。,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf
U00422,Q0391,1,第8/10章 粘性管流与工程损失,03_流体运动学_连续_应力张量,母题6：粘性管路/沿程局部损失/泵水轮机,层流管流/Hagen-Poiseuille/剪应力,中,22,否,课本教材题-张扬军文本,流体力学教材_text.txt,3.3,"3.3.1 节根据时间相关性对流动进行了分类。实际上，也可根据流动参数的空间分布特性 对流动进行分类。通常情况下，若流动参数，如速度、密度、压强和温度等，仅是一个空间 变量的函数，即流动参数只沿空间一个方向分布，可将此流动称为一维流动。此时，若流动 是定常的，那么描述流动的基本方程可以进一步简化为常微分方程，使问题的求解大大简化。 与一维流动相对应，若流动参数是两个空间变量的函数，则将其称为二维流动；若流动参数 是三个空间变量的函数，则称为三维流动。很 显然，描述二维或三维流动的基本方程均为偏 微分方程，问题的求解过程也相对复杂。在实 际分析问题的过程中常常沿流线建立描述流 动的基本方程，这可使多维问题转变为一维问 题，从而让求解过程变得简单。 图 3-5 为理想不可压缩流体在直管道内的 定常流动，在管道任意一个截面上，流体的速 图 3-5 理想不可压缩流体管内流动 度和压力都是均匀分布的，即流动参数仅沿管 第 3 章 流体运动描述与分析 ·41· 道延展方向变化。此时若沿管道延展方向(也 是流线方向)建立流动的基本方程，那么问题 可以简化为一维问题。图 3-6 为黏性不可压 缩流体在直管道内的定常流动，在管道任意 一个截面上，流体的压力均匀分布，但由于 流体黏性的作用，速度分布呈抛物面形状。 此时流动参数同时沿管道延展方向和管道半 径方向有所变化，故该问题是一个二维问题。 在进行流动问题的分析时，选择合适的 图 3-6 黏性不可压缩流体管内流动 坐标系至关重要。以图 3-6 所示黏性不可压 缩流体在直管道内的定常流动为例，若在笛卡儿直角坐标系中来分析该问题，那么流动的速 度、压力等参数必然是空间坐标 ( x, y, z ) 的函数，即一个三维问题。然而，若在柱坐标系中来 分析该问题，由于流动可视为轴对称，流动参数仅为空间坐标 ( r, z ) 的函数，即可视为一个二 维问题。根据流动特点，选择合适的坐标系可使问题大大简化。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00535,Q0465,2,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,层流管流/Hagen-Poiseuille/剪应力,中,22,否,课本教材题-张扬军文本,流体力学教材_text.txt,9.2,"9-3 平行平板之间的定常层流流动 第 9 章 黏性不可压缩流体的内部流动 ·117· (2)平板足够长，两端的影响可不考虑，流体运动只沿 x 轴方向有分量且速度分布只是 y 坐标的函数，即 u = u ( y), = 0, v = 0 ∂(⋅) (4)重力沿 y 轴负方向，即 g x = g z = 0, g y = − g 将上述条件代入方程(7.3.4)～方程(7.3.7)中，可知连续性方程自动满足，沿 x、y 和 z 三 个坐标方向的动量方程分别可简化为 1 ∂p μ ∂ 2 u 0=− + (9.2.21) ρ ∂ x ρ ∂y 2 1 ∂p 0 = −g − (9.2.22) ρ ∂y 1 ∂p 0=− (9.2.23) ρ ∂z 根据方程(9.2.23)，可知流场压强 p 与坐标 z 无关，即 p = p ( x, y ) 。将方程(9.2.22)沿坐 标 y 进行积分可得 p = − ρ gy + F ( x ) (9.2.24) 将式(9.2.24)代入方程(9.2.21)中，可得 1 dF μ ∂ 2 u 0=− + (9.2.25) ρ dx ρ ∂y 2 将式(9.2.25)沿坐标 y 积分，可得 1 dF 2 u= y + Cy + D (9.2.26) μ dx 其中，dF / dx = ∂p / ∂x ；积分常数 C 和 D 由平板壁面的黏附速度边界条件确定，即 y = 0 和 y = b u=0 (9.2.27) 将式(9.2.26)代入边界条件(9.2.27)中，可得 1 ∂p C=− b, D=0 (9.2.28) μ ∂x 至此，可得平行平板间流体运动速度分布的表达式： 1 ∂p 2 μ ∂x y − by , ) v = 0, w=0 (9.2.29) 显然，速度呈抛物线分布，其中速度最大点出现在板中间位置 y = b / 2 ，最大速度为 b 2 ∂p umax = − (9.2.30) 4 μ ∂x 沿 z 方向单位厚度板间流体体积流量为 b 1 ∂p b3 ∂p Q=∫ 0 μ ∂x ( ) y 2 − by dy = − 6 μ ∂x",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00572,Q0494,1,第8/10章 粘性管流与工程损失,06_粘性管路_沿程局部损失_泵水轮机,母题6：粘性管路/沿程局部损失/泵水轮机,水池-管路-泵阀-局部损失综合,中,22,否,课本教材题-张扬军文本,流体力学教材_text.txt,0.59,"0.590 ε 0.3 = = 0.00051 D 590 根据所得 Re 和 ε / D ，由穆迪图查得 λ = 0.0165 ，与假设值相差较大，重复上述计算过程： 第9章 黏性不可压缩流体的内部流动 ·141· = 0.000529 → λ = 0.0165 λ = 0.0165 → D = 0.567m → Re = 2.38 × 106 , 最终从穆迪图查出的 λ 和第二次假设值相符，因此可得应采用的管道直径为 D = 0.567m 在工程上，实际的管径则应选用稍大于上述计算值的标准管径。 解毕。 例题 9-4 水在直径为 500mm 绝对粗糙度 ε = 0.03mm 的普通焊接钢管中流动，如果水头 损失梯度为 0.006，试求体积流量 Q，设水的运动黏度ν = 1.0 × 10−6 m 2 / s 。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00238,Q0232,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,高,31,否,课本/作业整理题,第5章第6章流体力学作业_标准教案.pdf,四,"四、第 6 章平面不可压无旋作业 题 1：由速度场求速度势 题意 给定无旋流场 u = 3x2 − 3y 2 , v = −6xy, w = 0. 求速度势。 讲解思路 先说明速度势的定义： ∂φ ∂φ u= , v= . ∂x ∂y 然后对 u 关于 x 积分，再用 v 校正关于 y 的未知函数。 板书步骤 由 = 3x2 − 3y 2 对 x 积分，得 φ = x3 − 3xy 2 + f (y). 再对 y 求偏导： = −6xy + f ′ (y). v = −6xy 比较，得 f ′ (y) = 0. f (y) = C. φ = x3 − 3xy 2 + C. 易错点 • 对 x 积分时，积分常数应写成 f (y)，不是普通常数。 • 最后要用 v 校正 f (y)。 8 题 2：判断不可压、无旋，并求流函数和势函数 题意 已知速度场 u = 2cxy, v = c(a2 + x2 − y 2 ). 判断是否满足不可压连续方程，是否有旋；若有势，求速度势函数；并写出流函数和流线方 讲解思路 这题可以按固定顺序讲： 连续方程 → 涡量 → 流函数 → 速度势. 板书步骤一：判断不可压 二维不可压连续方程为 ∂u ∂v + = 0. ∂x ∂y 计算得 ∂u ∂v = 2cy, = −2cy. ∂x ∂y ∂u ∂v + = 2cy − 2cy = 0. ∂x ∂y 故该速度场满足不可压连续方程。 板书步骤二：判断有旋或无旋 涡量为 ∂v ∂u ωz = − . ∂x ∂y 计算得 ∂v ∂u = 2cx, = 2cx. ∂x ∂y ωz = 2cx − 2cx = 0. 因此流动无旋。 板书步骤三：求流函数 取流函数定义 ∂ψ ∂ψ u= , v=− . ∂y ∂x = 2cxy 对 y 积分，得 ψ = cxy 2 + f (x). 9 − = c(a2 + x2 − y 2 ) − cy 2 + f ′ (x) = c(a2 + x2 − y 2 ). 整理得 f ′ (x) = −c(a2 + x2 ). 积分： f (x) = −ca2 x − x3 + C. 3 ψ = cxy 2 − ca2 x − x3 + C. 3 流线方程为 cxy 2 − ca2 x − x3 = C. 3 板书步骤四：求速度势函数 因为流动无旋，可以引入速度势 φ： ∂φ ∂φ u= , v= . ∂x ∂y = 2cxy 对 x 积分，得 φ = cx2 y + f (y). = cx2 + f ′ (y) = c(a2 + x2 − y 2 ) f ′ (y) = c(a2 − y 2 ). 积分： f (y) = ca2 y − y 3 + C. 3 φ = cx2 y + ca2 y − y 3 + C. 3 答案汇总 满足不可压连续方程 ωz = 0",D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章第6章流体力学作业_标准教案.pdf
U00012,Q0012,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场、加速度、应力向量,低-按原文件夹归类,21,否,往年期末题-主目录,工程流体力学期末考试及答案.pdf,7,7.有一水平喷嘴，如图所示，D1=200mm 和 D2=100mm，喷嘴进口水的绝对压强为 345kPa，出口为大气， pa=103.4kPa，出口水速为 22m/s。求固定喷嘴法兰螺栓上所受的力为多少?假定为不可压缩定常流动，忽略 摩擦损失。（12 分）,D:\虚拟C盘\学习\流体力学\题库\期末试题\工程流体力学期末考试及答案.pdf
U00438,Q0401,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,中,20,否,课本教材题-张扬军文本,流体力学教材_text.txt,3.5,"3.5.2 涡线、涡管、涡通量、环量 涡线是这样一条曲线，曲线上任意一点的切线方向与在该点的涡量方向一致，如图 3-12(a) 所示。由于 Ω = 2ω ，涡线也可看作同一时刻流体微团的瞬时转动轴线，不同时刻涡线可能不 同。与流线方程相似，涡线的方程由其定义可知为 Ω × dr = 0 (3.5.3) 其中，dr 为涡线任意点处切线方向的微元向量。式(3.5.3)在笛卡儿直角坐标系中的展开形式为 dx dy dz = = (3.5.4) Ωx ( x, y , z , t ) Ω y ( x, y , z , t ) Ωz ( x, y , z , t ) 其中， Ωx 、 Ω y 、 Ωz 为涡量沿坐标 x、y、z 方向的分量。与流线类似，涡线是对同一时刻而 言的。因此，在积分涡线的微分方程时时间 t 是常数，而对于不同时刻，可有不同涡线。对于 定常流动，涡线将不随时间变化。根据涡线定义，过一点只能作一条涡线。 图 3-12 (a)涡线、(b)涡管、(c)涡通量、(d)环量 如图 3-12(b)所示，在涡量场中任取一条非涡线的封闭曲线，在同一时刻过该曲线的每一 点作涡线，这些涡线形成的管状曲面称为涡管。通过某一开口曲面的涡量总和称为涡通量， 如图 3-12(c)所示。根据定义可知通过曲面 A 的涡通量为 J = ∫∫ Ω ⋅ ndA (3.5.5) 其中， n 为曲面 A 的外法线单位向量。在流场中任取一条封闭曲线 L ，速度沿该封闭曲线的 线积分称为曲线‫ܮ‬的速度环量，相应的数学表达形式为 Γ = ∫ V ⋅ dl (3.5.6) 通常情况下，速度环量的正负不仅与流场的速度方向有关，而且与积分时所选取的绕行 第 3 章 流体运动描述与分析 ·49· 方向有关。如图 3-12(d)所示，一般情况下，规定积分 时的绕行方向是逆时针方向，即封闭曲线所包围的区 域总在行进方向的左侧。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
U00418,Q0387,1,第3章 运动学与应力,03_流体运动学_连续_应力张量,母题3：运动学/连续/应力张量,速度场/加速度/流线/连续方程/应力向量,高,19,否,课本教材题-张扬军文本,流体力学教材_text.txt,3.2,"3.2.2 流线 流线是速度场的向量线，此曲线上任一点的切线方向与流体在该点的速度方向一致。设 r 为空间某点的向径， V 为流体在该点的速度。根据流线的定义，流线方程为 V × dr = 0 (3.2.3) 其中， dr 为流线任意点处切线方向的微元向量。式(3.2.3)在笛卡儿直角坐标系中的展开式为 dx dy dz = = (3.2.4) u ( x, y, z, t ) v ( x, y, z, t ) w ( x, y, z, t ) 其中， u ,v ,w 为速度沿坐标 x, y, z 方向的分量。由于流线是针对同一时刻而言的，在积分流线 的微分方程时认为时间 t 是常数。因此，不同时刻可有不同流线。根据流线的定义，可以得出 流线的如下性质。 (1)一般情况下，空间每一点只能有一个速度方向。因此，不能有两条流线同时通过空间 同一点。换句话说，流线不能相交。但有三种例外情况：速度为零的点，通常称为驻点，如 图 3-3(a)所示的 A 点；流线相切的点，如图 3-3(a) 所示的 B 点，上、下两股速度不等的流体在 B 点 相切；速度为无限大的点，通常称为奇点，如图 3-3(b)所示的 O 点。 (2)流场中的每一点都有流线通过，由这些流 线形成流谱。 图 3-3 流线 (3)在定常流动时，流线形状和位置不随时间 变化。在非定常流动时，一般要随时间变化。在定常流动时，流线和迹线重合。 例题 3-4 已知速度场分布 u = 2 x , v = y + 3 ，求通过空间点 x = 1, y = −2 的流线。",D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt
